episode,score,rolling_avg_score,best_score
497,258.9689205900338,55.2039272669987,94.61346204389481
498,-146.93902429427135,51.226280290289,94.61346204389481
499,232.19988349159297,51.992834758793315,94.61346204389481
500,129.549224505819,50.55415256088282,94.61346204389481
501,200.69374307048312,52.40141086138816,94.61346204389481
502,186.96409720074587,55.479932759622706,94.61346204389481
503,69.19455622815178,53.81330477718795,94.61346204389481
504,141.0650611105394,52.457726263699335,94.61346204389481
505,151.7627982212843,51.113538443845115,94.61346204389481
506,-195.55778108762485,47.48031082377225,94.61346204389481
507,-82.92774662224708,46.274557588115314,94.61346204389481
508,-130.72078420074618,42.95937363881762,94.61346204389481
509,102.61557092506348,42.72669451190035,94.61346204389481
510,-301.03581325928496,40.12795402163401,94.61346204389481
511,165.28424261056904,43.838126630956616,94.61346204389481
512,139.83332437652047,42.725282853451745,94.61346204389481
513,164.63906911276382,48.088302912630525,94.61346204389481
514,202.83793337091444,48.43853731083354,94.61346204389481
515,192.81968605855775,53.056165308177505,94.61346204389481
516,173.99916690688104,54.491832324837006,94.61346204389481
517,-96.74917959915635,52.93330160390281,94.61346204389481
518,-34.50155397228294,51.333047033488704,94.61346204389481
519,189.15987762541533,51.74907336144864,94.61346204389481
520,224.91985283239507,52.76166004965352,94.61346204389481
521,-82.9981829337154,54.37067768748411,94.61346204389481
522,-407.9569942153565,48.0538569275122,94.61346204389481
523,232.92826212493188,48.44582751645193,94.61346204389481
524,-125.29388878708022,46.87796607845835,94.61346204389481
525,-243.1009167476232,45.43303750941387,94.61346204389481
526,138.72115600284445,48.132892445443396,94.61346204389481
527,204.48180626697012,49.34834611786261,94.61346204389481
528,179.6071448161967,51.13781428144621,94.61346204389481
529,-45.879864625254164,49.145135574619964,94.61346204389481
530,192.79643654841013,48.899585862587884,94.61346204389481
531,191.95476695277569,49.50824825297845,94.61346204389481
532,-63.70802738267315,46.197623044579856,94.61346204389481
533,231.27826860417935,49.44624335102073,94.61346204389481
534,213.1011331571691,53.60091655127929,94.61346204389481
535,146.43072535233102,56.44017177712131,94.61346204389481
536,183.86535207706692,59.40379703409484,94.61346204389481
537,-186.54394390160846,58.14130297469224,94.61346204389481
538,143.1871141760162,62.02952282049525,94.61346204389481
539,-51.48248155123701,65.64380427288869,94.61346204389481
540,217.66096591090985,69.94887888062104,94.61346204389481
541,7.59667065194234,67.58651652531701,94.61346204389481
542,190.63549636381651,71.33404343340325,94.61346204389481
543,-193.1347388051551,66.71884242109404,94.61346204389481
544,227.23859270489314,67.35156825346264,94.61346204389481
545,150.37750046027776,66.473330860575,94.61346204389481
546,218.67473228737617,69.86846348538641,94.61346204389481
547,-102.70768999240974,66.63064600492143,94.61346204389481
548,160.03381700750785,65.5717613183761,94.61346204389481
549,158.48543196554914,67.99808697984204,94.61346204389481
550,232.38133698373537,68.5971722973104,94.61346204389481
551,192.00871354652236,68.05098936001929,94.61346204389481
552,174.70287269261382,67.39373373451303,94.61346204389481
553,213.50416089436652,67.65471665602611,94.61346204389481
554,-334.5650118087153,63.575237512784184,94.61346204389481
555,207.94511012918798,66.25671445209552,94.61346204389481
556,125.37196139020689,68.51512127626481,94.61346204389481
557,4.09025140256125,69.68245913395374,94.61346204389481
558,225.05406723396817,72.22712497938817,94.61346204389481
559,227.10186678308912,75.62149145626675,94.61346204389481
560,242.51585988531608,75.77895459826452,94.61346204389481
561,233.0613801958001,78.86859857753389,94.61346204389481
562,-113.99819077663554,76.15754346593968,94.61346204389481
563,209.44947130115264,79.15479845222244,94.61346204389481
564,49.90682916727739,80.94351188895412,94.61346204389481
565,173.54082052655775,80.9259636267423,94.61346204389481
566,226.8478838655617,81.0355967771956,94.61346204389481
567,181.39525138981037,79.87651532521355,94.61346204389481
568,193.70948950986642,79.41266898699745,94.61346204389481
569,-236.7146285596078,79.18225972028401,94.61346204389481
570,211.44797966070536,80.0266182676276,94.61346204389481
571,233.00377756631937,82.81778613025368,94.61346204389481
572,-201.39673934855915,81.48232443243707,94.61346204389481
573,23.53528694012627,82.82024880914761,94.61346204389481
574,229.00530285318678,83.5561102154294,94.61346204389481
575,221.2047869126369,87.07377711847576,94.61346204389481
576,216.43391235504947,90.21746435705353,94.61346204389481
577,-129.43680797482907,87.10691969722647,94.61346204389481
578,186.26391327352573,86.69993585318001,94.61346204389481
579,204.18239520365432,86.45413633363945,94.61346204389481
580,61.649358951707825,88.3035582173467,94.61346204389481
581,174.49231755791908,87.78954628342817,94.61346204389481
582,166.5914601825993,90.50465199823024,94.61346204389481
583,273.9933239654073,91.16239935248495,94.61346204389481
584,233.01833644466586,93.23282894375117,94.61346204389481
585,167.5092475404946,93.2666509946175,94.61346204389481
586,-32.830913885426156,90.58837809073479,94.61346204389481
587,256.43440001742215,95.9413568466488,95.9413568466488
588,155.5347872428731,95.1659061223625,95.9413568466488
589,-20.34461615929279,95.55439302783805,95.9413568466488
590,241.3130392122781,96.25383208861045,96.25383208861045
591,228.09856720651976,96.63465823907148,96.63465823907148
592,186.7633123596949,101.00473873813208,101.00473873813208
593,96.78432584978627,99.62004701517108,101.00473873813208
594,-165.9800634920565,95.5850614063413,101.00473873813208
595,-242.7669355537762,94.0341878004346,101.00473873813208
596,-182.7884949001378,90.43348525426299,101.00473873813208
597,143.07633245088766,89.27455937287154,101.00473873813208
598,234.26828368304223,93.08663245264466,101.00473873813208
599,258.657189977426,93.351205517503,101.00473873813208
600,225.25954085527718,94.30830868099758,101.00473873813208
601,246.47382712503918,94.76610952154313,101.00473873813208
602,249.42874837039727,95.39075603323963,101.00473873813208
603,169.97820321691867,96.3985925031273,101.00473873813208
604,176.06651701988903,96.74860706222084,101.00473873813208
605,-4.528124269297627,95.18569783731499,101.00473873813208
606,255.4582875069768,99.69585852326104,101.00473873813208
607,276.36151189846555,103.28875110846813,103.28875110846813
608,-125.28173265112059,103.3431416239644,103.3431416239644
609,-183.1347331691417,100.48563858302234,103.3431416239644
610,244.94693502866042,105.94546606590178,105.94546606590178
611,188.25908043855105,106.1752144441816,106.1752144441816
612,-45.56677274599285,104.32121347295647,106.1752144441816
613,200.6902597835695,104.68172537966451,106.1752144441816
614,243.41700320858337,105.08751607804123,106.1752144441816
615,251.65864995340547,105.6759057169897,106.1752144441816
616,247.68376021812455,106.41275165010215,106.41275165010215
617,252.42840884869304,109.90452753458062,109.90452753458062
618,233.59616575995594,112.58550473190304,112.58550473190304
619,240.87866990782396,113.10269265472712,113.10269265472712
620,-153.58837770606783,109.31761034934249,113.10269265472712
621,269.3062445578495,112.84065462425814,113.10269265472712
622,260.48687590793054,119.525093325491,119.525093325491
623,220.33536939726125,119.39916439821428,119.525093325491
624,248.27973138147544,123.13490059989982,123.13490059989982
625,162.35175050395037,127.1894272724156,127.1894272724156
626,270.86399093853595,128.5108556217725,128.5108556217725
627,22.13817040824695,126.68741926318529,128.5108556217725
628,229.34311906922113,127.18477900571551,128.5108556217725
629,211.77912879704326,129.7613689399385,129.7613689399385
630,232.73458039696567,130.16075037842404,130.16075037842404
631,244.97382791788692,130.69094098807514,130.69094098807514
632,231.52379883310442,133.64325925023292,133.64325925023292
633,251.26471816861323,133.84312374587728,133.84312374587728
634,226.43466859270637,133.97645910023263,133.97645910023263
635,248.2074580065241,134.99422642677456,134.99422642677456
636,248.55029754680473,135.64107588147195,135.64107588147195
637,232.8056799870398,139.83457212035842,139.83457212035842
638,236.29336299369632,140.7656346085352,140.7656346085352
639,233.06182814470884,143.6110777054947,143.6110777054947
640,-164.16323671927023,139.7928356791929,143.6110777054947
641,103.71502301151311,140.7540192027886,143.6110777054947
642,242.71282152115361,141.274792454362,143.6110777054947
643,271.0307303103832,145.91644714551737,145.91644714551737
644,159.82428837685018,145.24230410223694,145.91644714551737
645,254.0002545174745,146.2785316428089,146.2785316428089
646,222.27804474002946,146.3145647673354,146.3145647673354
647,186.67888186708853,149.2084304859304,149.2084304859304
648,264.6172411774094,150.25426472762942,150.25426472762942
649,249.74967106127326,151.16690711858666,151.16690711858666
650,235.16696226093052,151.1947633713586,151.1947633713586
651,273.5453325695184,152.01012956158857,152.01012956158857
652,241.20120621728893,152.67511289683532,152.67511289683532
653,263.3880633990036,153.1739519218817,153.1739519218817
654,117.8742218650161,157.698344258619,157.698344258619
655,175.91333091502054,157.37802646647734,157.698344258619
656,240.77547579168132,158.53206161049206,158.53206161049206
657,16.40635830643859,158.65522267953085,158.65522267953085
658,237.4863335038654,158.77954534222982,158.77954534222982
659,236.99327167951117,158.87845939119404,158.87845939119404
660,245.37768269171053,158.907077619258,158.907077619258
661,290.15250624420366,159.47798887974204,159.47798887974204
662,274.16025478572135,163.3595733353656,163.3595733353656
663,287.55322627454564,164.14061088509956,164.14061088509956
664,249.46921792216892,166.13623477264844,166.13623477264844
665,285.03388673059027,167.25116543468877,167.25116543468877
666,270.1173778232112,167.68386037426527,167.68386037426527
667,249.09706082750643,168.36087846864223,168.36087846864223
668,233.23908115774918,168.75617438512106,168.75617438512106
669,251.58753310365177,173.63919600175362,173.63919600175362
670,252.40057635173892,174.04872196866395,174.04872196866395
671,219.8689705499056,173.91737389849982,174.04872196866395
672,270.997914829152,178.64132044027693,178.64132044027693
673,222.61575540337725,180.63212512490946,180.63212512490946
674,289.70113418849735,181.2390834382626,181.2390834382626
675,247.85406309453975,181.50557620008163,181.50557620008163
676,245.53509009460407,181.79658797747715,181.79658797747715
677,247.81980985176565,185.56915415574306,185.56915415574306
678,224.08595443450747,185.94737456735288,185.94737456735288
679,245.6153473399524,186.3617040887159,186.3617040887159
680,277.81173881278016,188.52332788732664,188.52332788732664
681,252.17645609631631,189.3001692727106,189.3001692727106
682,293.21982242735567,190.56645289515814,190.56645289515814
683,268.61556975102985,190.51267535301437,190.56645289515814
684,246.22771794327736,190.64476916800052,190.64476916800052
685,18.405232838764235,189.15372902098318,190.64476916800052
686,277.70598952605906,192.259098055098,192.259098055098
687,6.847724433251329,189.76323129925632,192.259098055098
688,160.53863423349455,189.8132697691625,192.259098055098
689,270.89533515665306,192.72566928232197,192.72566928232197
690,242.29807131704783,192.73551960336968,192.73551960336968
691,261.04762670325647,193.06501019833706,193.06501019833706
692,239.7763788720914,193.59514086346107,193.59514086346107
693,260.1991047134149,195.22928865209732,195.22928865209732
694,254.17100816073815,199.43079936862526,199.43079936862526
695,258.4583431614225,204.44305215577725,204.44305215577725
696,-120.35252651882428,205.0674118395904,205.0674118395904
697,274.6442740511253,206.38309125559277,206.38309125559277
698,223.02018512474808,206.27061027000983,206.38309125559277
699,284.94986391706686,206.53353700940622,206.53353700940622
700,280.8429411194269,207.08937101204774,207.08937101204774
701,235.58990513234772,206.9805317921208,207.08937101204774
702,199.88002211743344,206.48504452959116,207.08937101204774
703,256.54378588375016,207.35070035625947,207.35070035625947
704,76.66340098361073,206.35666919589673,207.35070035625947
705,-21.154577783990135,206.1904046607498,207.35070035625947
706,267.6567867114651,206.31238965279465,207.35070035625947
707,206.87354272413143,205.61750996105133,207.35070035625947
708,204.71567308448516,208.91748401840735,208.91748401840735
709,236.948259323875,213.11831394333748,213.11831394333748
710,220.65806944911793,212.87542528754204,213.11831394333748
711,236.7267818071059,213.36010230122764,213.36010230122764
712,259.5329008721799,216.41109903740934,216.41109903740934
713,229.55893901803614,216.699785829754,216.699785829754
714,237.95963116536558,216.64521210932185,216.699785829754
715,-149.4569142411426,212.63405646737638,216.699785829754
716,236.0633061131297,212.51785192632644,216.699785829754
717,203.99847887748467,212.03355262661435,216.699785829754
718,250.71551498049365,212.20474611881974,216.699785829754
719,271.4877942357191,212.51083736209873,216.699785829754
720,213.9001126652549,216.18572226581196,216.699785829754
721,217.69705699970393,215.66963039023048,216.699785829754
722,241.2515719094815,215.47727735024597,216.699785829754
723,-19.89649347047794,213.07495872156858,216.699785829754
724,282.19881313018385,213.4141495390557,216.699785829754
725,-23.605927003977783,211.55457276397638,216.699785829754
726,103.92660224091753,209.88519887700022,216.699785829754
727,91.40497805611506,210.5778669534789,216.699785829754
728,222.23267156134747,210.50676247840016,216.699785829754
729,203.9737811935548,210.42870900236528,216.699785829754
730,193.0263436864974,210.0316266352606,216.699785829754
731,271.32301746904704,210.29511853077219,216.699785829754
732,234.41120797017874,210.32399262214295,216.699785829754
733,243.84715257124262,210.24981696616925,216.699785829754
734,204.7150595161279,210.03262087540344,216.699785829754
735,240.6128412817768,209.95667470815596,216.699785829754
736,232.12948344365293,209.79246656712442,216.699785829754
737,246.0749173281076,209.92515894053514,216.699785829754
738,237.92929874062463,209.94151829800444,216.699785829754
739,259.2833955144445,210.20373397170178,216.699785829754
740,266.8661034132874,214.51402737302735,216.699785829754
741,232.11979350694267,215.79807507798162,216.699785829754
742,207.98484318842432,215.45079529465437,216.699785829754
743,188.4582596258476,214.62507058780903,216.699785829754
744,207.2437586184249,215.0992652902247,216.699785829754
745,238.79886139329614,214.94725135898295,216.699785829754
746,230.24273644904292,215.02689827607313,216.699785829754
747,210.16600499563904,215.26176950735862,216.699785829754
748,227.95440458834514,214.89514114146797,216.699785829754
749,222.88461868548592,214.6264906177101,216.699785829754
750,204.2055841443143,214.31687683654388,216.699785829754
751,159.53826068752153,213.1768061177239,216.699785829754
752,266.59387858448974,213.43073284139592,216.699785829754
753,242.27523186532576,213.21960452605913,216.699785829754
754,210.3172084102595,214.14403439151155,216.699785829754
755,221.55782561709555,214.60047933853232,216.699785829754
756,236.85944829241953,214.56131906353974,216.699785829754
757,236.50170220414972,216.76227250251682,216.76227250251682
758,285.7382692948006,217.2447918604262,217.2447918604262
759,213.51518681962312,217.01001101182734,217.2447918604262
760,224.60377597240222,216.80227194463427,217.2447918604262
761,267.0296542795453,216.5710434249876,217.2447918604262
762,245.5560888687225,216.28500176581764,217.2447918604262
763,265.97829986555917,216.06925250172776,217.2447918604262
764,244.6746271809909,216.02130659431597,217.2447918604262
765,248.25673274985064,215.65353505450858,217.2447918604262
766,257.4614556868986,215.52697583314546,217.2447918604262
767,225.38496016387444,215.28985482650918,217.2447918604262
768,207.54986997116052,215.0329627146433,217.2447918604262
769,217.81501504718278,214.6952375340786,217.2447918604262
770,197.58962072489845,214.1471279778102,217.2447918604262
771,292.7745729678614,214.87618400198974,217.2447918604262
772,271.2012538197364,214.8782173918956,217.2447918604262
773,206.85073978658215,214.72056723572766,217.2447918604262
774,233.22126286512398,214.15576852249393,217.2447918604262
775,248.39870029645076,214.16121489451302,217.2447918604262
776,207.70237610361232,213.7828877546031,217.2447918604262
777,279.4041492189941,214.0987311482754,217.2447918604262
778,270.8668106781927,214.5665397107122,217.2447918604262
779,251.91703216730122,214.6295565589857,217.2447918604262
780,236.09884146027613,214.2124275854607,217.2447918604262
781,234.45984139900446,214.03526143848762,217.2447918604262
782,252.76521433301414,213.63071535754418,217.2447918604262
783,259.77013421413926,213.54226100217528,217.2447918604262
784,-21.487043255326377,210.86511339018926,217.2447918604262
785,231.97460605050378,213.0008071223066,217.2447918604262
786,210.51171379415598,212.3288643649876,217.2447918604262
787,218.9302812898268,214.44968993355334,217.2447918604262
788,190.9654245221647,214.75395783644,217.2447918604262
789,208.55177028817982,214.1305221877553,217.2447918604262
790,259.9564558370068,214.30710603295492,217.2447918604262
791,277.909835807533,214.4757281239977,217.2447918604262
792,245.3694642751101,214.53165897802785,217.2447918604262
793,242.88868761820288,214.35855480707573,217.2447918604262
794,195.45984216991127,213.77144314716747,217.2447918604262
795,262.49013058864404,213.81176102143974,217.2447918604262
796,-57.89694872578076,214.43631679937013,217.2447918604262
797,217.62977035646213,213.8661717624235,217.2447918604262
798,266.3638801080577,214.2996087122566,217.2447918604262
799,270.2770702169777,214.15288077525565,217.2447918604262
800,231.13098466078455,213.65576121066923,217.2447918604262
801,221.4778278617096,213.51464043796284,217.2447918604262
802,246.8013398106284,213.9838536148948,217.2447918604262
803,269.4632353572698,214.11304810963,217.2447918604262
804,226.91179690544504,215.61553206884832,217.2447918604262
805,247.79348280929028,218.30501267478118,218.30501267478118
806,214.58733514207296,217.7743181590873,218.30501267478118
807,208.49014396772873,217.79048417152327,218.30501267478118
808,253.3599231799806,218.27692667247823,218.30501267478118
809,268.92635853224033,218.59670766456185,218.59670766456185
810,236.1670419462334,218.75179738953295,218.75179738953295
811,181.31984499924891,218.1977280214544,218.75179738953295
812,-68.26184622534123,214.9197805504792,218.75179738953295
813,230.9059237804399,214.93325039810324,218.75179738953295
814,225.3810121834608,214.8074642082842,218.75179738953295
815,254.11327078501608,218.84316605854576,218.84316605854576
816,209.53561424307634,218.57788913984524,218.84316605854576
817,250.7511865440505,219.0454162165109,219.0454162165109
818,237.03964196994963,218.90865748640547,219.0454162165109
819,238.59064951822825,218.57968603923055,219.0454162165109
820,199.470204521025,218.43538695778824,219.0454162165109
821,252.406517027923,218.78248155807046,219.0454162165109
822,233.22093946027704,218.70217523357843,219.0454162165109
823,251.8382041314962,221.4195222095981,221.4195222095981
824,240.11217875096747,220.998655865806,221.4195222095981
825,-44.64908100580879,220.78822432578767,221.4195222095981
826,231.98364889581046,222.0687947923366,222.0687947923366
827,256.5533372978873,223.72027838475432,223.72027838475432
828,233.35448692383795,223.83149653837924,223.83149653837924
829,-35.224704679389596,221.4395116796498,223.83149653837924
830,237.3361314795377,221.88260955758017,223.83149653837924
831,244.59116175061288,221.61529100039584,223.83149653837924
832,207.39018404925613,221.3450807611866,223.83149653837924
833,280.89723958319917,221.71558163130615,223.83149653837924
834,-42.36725807896628,219.24475845535522,223.83149653837924
835,251.2314087579805,219.35094413011723,223.83149653837924
836,244.51927415622973,219.47484203724304,223.83149653837924
837,254.01710652730682,219.55426392923502,223.83149653837924
838,202.5280722607823,219.20025166443662,223.83149653837924
839,235.80804005669327,218.96549810985914,223.83149653837924
840,206.8093165997342,218.36493024172356,223.83149653837924
841,261.29900280677947,218.65672233472196,223.83149653837924
842,262.1177781019461,219.1980516838572,223.83149653837924
843,249.4640612449302,219.80810970004802,223.83149653837924
844,252.46918901767046,220.2603640040404,223.83149653837924
845,269.3777752808101,220.56615314291557,223.83149653837924
846,234.313313934245,220.6068589177676,223.83149653837924
847,278.4253130501821,221.289451998313,223.83149653837924
848,265.3007629251896,221.66291558168143,223.83149653837924
849,235.8169871139358,221.79223926596597,223.83149653837924
850,238.8645622008795,222.1388290465316,223.83149653837924
851,241.38181940300802,222.95726463368646,223.83149653837924
852,252.47688104862257,222.8160946583278,223.83149653837924
853,221.39878507690284,222.6073301904436,223.83149653837924
854,237.53465888464666,222.87950469518745,223.83149653837924
855,278.9177596714273,223.45310403573086,223.83149653837924
856,256.0111114261142,223.64462066706776,223.83149653837924
857,256.1063819280977,223.8406674643072,223.8406674643072
858,273.43766293041654,223.7176614006634,223.8406674643072
859,255.55836947781324,224.13809322724526,224.13809322724526
860,240.12126617170668,224.2932681292383,224.2932681292383
861,255.85183160980216,224.18148990254093,224.2932681292383
862,0.013887190216097522,221.72606788575584,224.2932681292383
863,246.56064903354684,221.53189137743573,224.2932681292383
864,227.80360063231345,221.36318111194893,224.2932681292383
865,264.24346705606206,221.52304845501104,224.2932681292383
866,-28.898544015542342,218.65944845798666,224.2932681292383
867,239.92651628801337,218.80486401922803,224.2932681292383
868,254.82790775821502,219.27764439709858,224.2932681292383
869,242.28840013778978,219.52237824800469,224.2932681292383
870,246.06331724143507,220.00711521317,224.2932681292383
871,236.01022515014398,219.43947173499285,224.2932681292383
872,214.67569756529215,218.8742161724484,224.2932681292383
873,250.08696465578677,219.30657842114047,224.2932681292383
874,270.98676847177063,219.6842334772069,224.2932681292383
875,215.80319672217868,219.35827844146422,224.2932681292383
876,211.55551904992058,219.39680987092729,224.2932681292383
877,-41.02666200791368,216.1925017586582,224.2932681292383
878,215.9217776118309,215.64305142799458,224.2932681292383
879,246.86319754968582,215.59251308181842,224.2932681292383
880,257.29302319363364,215.804454899152,224.2932681292383
881,220.10444569285676,215.66090094209048,224.2932681292383
882,239.59915560025684,215.52924035476292,224.2932681292383
883,246.61384975362697,215.39767751015776,224.2932681292383
884,236.53138652221838,217.97786180793327,224.2932681292383
885,271.36705936562623,218.3717863410845,224.2932681292383
886,215.7997075781987,218.42466627892492,224.2932681292383
887,264.8604544430627,218.8839680104573,224.2932681292383
888,257.0112829990568,219.5444265952262,224.2932681292383
889,234.28749132897218,219.8017838056341,224.2932681292383
890,253.02986620722274,219.73251790933628,224.2932681292383
891,181.63118211939945,218.7697313724549,224.2932681292383
892,230.55913362527212,218.62162806595654,224.2932681292383
893,210.0922962286344,218.29366415206087,224.2932681292383
894,218.72079804630792,218.52627371082482,224.2932681292383
895,251.12657651436385,218.41263817008206,224.2932681292383
896,228.8301668692914,221.27990932603277,224.2932681292383
897,234.0347468285055,221.4439590907532,224.2932681292383
898,238.3078141178967,221.1633984308516,224.2932681292383
899,254.52121983395656,221.0058399270214,224.2932681292383
900,259.6751054156755,221.29128113457028,224.2932681292383
901,195.39125050420878,221.03041536099528,224.2932681292383
902,280.0507500287714,221.3629094631767,224.2932681292383
903,257.84650631099754,221.24674217271397,224.2932681292383
904,265.8637238364439,221.63626144202394,224.2932681292383
905,233.63377207271438,221.49466433465818,224.2932681292383
906,193.30115002462105,221.28180248348366,224.2932681292383
907,237.88703536419393,221.5757713974483,224.2932681292383
908,256.0566083978164,221.60273824962667,224.2932681292383
909,230.14620439773574,221.21493670828167,224.2932681292383
910,218.07111850411053,221.03397747386043,224.2932681292383
911,230.58747689573022,221.52665379282524,224.2932681292383
912,225.14988077291292,224.46077106280777,224.46077106280777
913,255.26869678672963,224.70439879287068,224.70439879287068
914,244.2178527255537,224.89276719829158,224.89276719829158
915,252.25601141414765,224.87419460458293,224.89276719829158
916,230.93466566519564,225.08818511880415,225.08818511880415
917,254.2826859157561,225.12350011252119,225.12350011252119
918,263.25192186098764,225.3856229114316,225.3856229114316
919,244.61796635557343,225.44589607980504,225.44589607980504
920,243.0941063200298,225.8821350977951,225.8821350977951
921,270.18300682757956,226.05989999579162,226.05989999579162
922,239.3079967969494,226.12077056915837,226.12077056915837
923,251.39425770688675,226.1163311049123,226.12077056915837
924,240.79984039125873,226.12320772131517,226.12320772131517
925,263.99206197209685,229.20961915109422,229.20961915109422
926,258.2405329405908,229.472187991542,229.472187991542
927,251.6774970654127,229.42342958921728,229.472187991542
928,254.5337303478403,229.63522202345732,229.63522202345732
929,255.31270828930803,232.5405961531443,232.5405961531443
930,260.3238314895568,232.7704731532445,232.7704731532445
931,231.74753656450594,232.6420369013834,232.7704731532445
932,268.02403284388674,233.24837538932974,233.24837538932974
933,289.65693588647264,233.33597235236243,233.33597235236243
934,277.6868510276987,236.53651344342913,236.53651344342913
935,239.09062457497495,236.41510560159904,236.53651344342913
936,260.3353490454,236.5732663504907,236.5732663504907
937,279.18889838799015,236.82498426909754,236.82498426909754
938,243.5886250283596,237.23558979677335,237.23558979677335
939,277.32641069607814,237.6507735031672,237.6507735031672
940,219.0491071619217,237.773171408789,237.773171408789
941,285.39901527740255,238.01417153349527,238.01417153349527
942,266.0115072451558,238.05310882492736,238.05310882492736
943,285.5436712133695,238.41390492461178,238.41390492461178
944,290.09542779805145,238.7901673124156,238.7901673124156
945,247.96029829950226,238.57599254260253,238.7901673124156
946,257.2287447410689,238.80514685067078,238.80514685067078
947,226.47913308747994,238.28568505104374,238.80514685067078
948,240.19960856442637,238.03467350743608,238.80514685067078
949,249.34780274550312,238.16998166375174,238.80514685067078
950,181.0548134725359,237.59188417646834,238.80514685067078
951,264.7527190652171,237.82559317309043,238.80514685067078
952,217.66045001634836,237.4774288627677,238.80514685067078
953,197.14282018110308,237.2348692138097,238.80514685067078
954,221.48848904447783,237.074407515408,238.80514685067078
955,207.307513900283,236.35830505769653,238.80514685067078
956,233.97896222716363,236.13798356570703,238.80514685067078
957,266.49110303720846,236.24183077679817,238.80514685067078
958,195.64941061111963,235.4639482536052,238.80514685067078
959,220.4966278617987,235.11333083744503,238.80514685067078
960,251.14754948799978,235.22359367060798,238.80514685067078
961,249.17463653539141,235.15682171986384,238.80514685067078
962,286.30618027297453,238.01974465069142,238.80514685067078
963,222.10622203355447,237.77520038069153,238.80514685067078
964,273.9412888785824,238.23657726315417,238.80514685067078
965,211.84877643430377,237.71263035693661,238.80514685067078
966,253.51566155338222,240.53677241262588,240.53677241262588
967,288.13560548506996,241.0188633045964,241.0188633045964
968,263.917553137803,241.10975975839227,241.10975975839227
969,255.60193272047658,241.24289508421919,241.24289508421919
970,295.11464714700173,241.73340838327488,241.73340838327488
971,238.078359502986,241.75408972680327,241.75408972680327
972,299.71855950350766,242.60451834618544,242.60451834618544
973,255.89089635995458,242.66255766322712,242.66255766322712
974,294.9407893315109,242.9020978718245,242.9020978718245
975,261.9813352537563,243.3638792571403,243.3638792571403
976,270.5184593843039,243.95350866048412,243.95350866048412
977,278.9868491684729,247.15364377224796,247.15364377224796
978,252.91490620279095,247.52357505815758,247.52357505815758
979,288.52315240276494,247.94017460668837,247.94017460668837
980,224.26387468401492,247.60988312159222,247.94017460668837
981,259.86144200338424,248.0074530846975,248.0074530846975
982,214.0741906282722,247.75220343497767,248.0074530846975
983,264.9854521325376,247.93591945876676,248.0074530846975
984,272.6172305016657,248.29677789856123,248.29677789856123
985,267.8380893001141,248.26148819790612,248.29677789856123
986,257.41514439950447,248.67764256611918,248.67764256611918
987,226.59205278900154,248.29495854957855,248.67764256611918
988,249.65453343759557,248.2213910539639,248.67764256611918
989,280.0510626703989,248.67902676737816,248.67902676737816
990,214.68768572700816,248.295604962576,248.67902676737816
991,266.0635292689575,249.13992843407158,249.13992843407158
992,242.52813529533853,249.25961845077225,249.25961845077225
993,257.99761492066625,249.73867163769262,249.73867163769262
994,269.1055558028937,250.24251921525848,250.24251921525848
995,251.03900818012954,250.2416435319161,250.24251921525848
996,241.5522668809051,250.36886453203226,250.36886453203226
997,270.3298516987534,250.73181558073472,250.73181558073472
998,234.09067390197976,250.6896441785756,250.73181558073472
999,277.8892138065738,250.9233241183018,250.9233241183018
1000,255.84762425297242,250.88504930667474,250.9233241183018
1001,250.81883746715926,251.43932517630424,251.43932517630424
1002,206.27110336985533,250.70152870971506,251.43932517630424
1003,218.68080561795466,250.3098717027846,251.43932517630424
1004,262.94738566775993,250.28070832109782,251.43932517630424
1005,270.23299541267363,250.64670055449736,251.43932517630424
1006,245.7321085265772,251.17101013951694,251.43932517630424
1007,272.4067089852122,251.51620687572708,251.51620687572708
1008,257.388788581966,251.52952867756855,251.52952867756855
1009,264.1233578970802,251.86930021256202,251.86930021256202
1010,251.12294960603484,252.19981852358126,252.19981852358126
1011,243.2425886426082,252.32636964105006,252.32636964105006
1012,187.59295719928966,251.95080040531383,252.32636964105006
1013,265.6105008119794,252.05421844556636,252.32636964105006
1014,273.819988698159,252.35023980529243,252.35023980529243
1015,220.89077482667454,252.0365874394177,252.35023980529243
1016,238.34024487856854,252.11064323155145,252.35023980529243
1017,245.01253298231418,252.017941702217,252.35023980529243
1018,202.6631879785176,251.41205436339226,252.35023980529243
1019,214.35765293134492,251.10945122914995,252.35023980529243
1020,247.3101618599416,251.1516117845491,252.35023980529243
1021,239.95463195383647,250.84932803581168,252.35023980529243
1022,261.373129380048,251.06997936164268,252.35023980529243
1023,261.9219517747607,251.17525630232143,252.35023980529243
1024,251.31205892419132,251.28037848765075,252.35023980529243
1025,261.36533173951756,251.25411118532497,252.35023980529243
1026,239.11614746920398,251.0628673306111,252.35023980529243
1027,272.231415261586,251.26840651257282,252.35023980529243
1028,-41.17656921880087,248.3113035169064,252.35023980529243
1029,271.9416297135341,248.4775927311487,252.35023980529243
1030,247.18302034680633,248.34618461972113,252.35023980529243
1031,216.95807212238347,248.19828997529993,252.35023980529243
1032,279.8030707139455,248.3160803540005,252.35023980529243
1033,254.3322497245385,247.9628334923811,252.35023980529243
1034,228.12739213146898,247.46723890341883,252.35023980529243
